[src-dst],min-cutsets
"[15, 35]","[[15], [35], [6, 27], [7, 27], [4, 10, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [22, 27, 38]]"
"[15, 36]","[[15], [36], [6, 27], [7, 27], [10, 38], [14, 38], [38, 48], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 22, 38], [6, 10, 39], [6, 14, 39], [6, 21, 32], [6, 21, 38], [6, 21, 39], [6, 21, 43], [6, 39, 48], [7, 21, 32], [7, 21, 38], [7, 21, 43], [21, 22, 38], [22, 27, 38]]"
"[15, 37]","[[15], [37], [2, 49], [6, 27], [7, 27], [2, 13, 18], [3, 31, 49], [5, 18, 27], [5, 18, 43], [5, 27, 49], [5, 43, 49], [6, 21, 43], [7, 21, 43], [8, 31, 49], [11, 31, 49], [18, 22, 27], [22, 27, 35], [22, 27, 38], [22, 27, 39], [22, 27, 49], [27, 31, 49], [27, 32, 49], [31, 43, 49]]"
"[15, 38]","[[15], [38], [6, 27], [7, 27], [4, 6, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [6, 10, 39], [6, 14, 39], [6, 21, 32], [6, 21, 39], [6, 21, 43], [6, 22, 35], [6, 22, 39], [6, 39, 48], [7, 21, 32], [7, 21, 43], [7, 22, 35], [7, 22, 39]]"
"[15, 39]","[[15], [39], [6, 27], [7, 27], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [6, 22, 35], [7, 21, 32], [7, 21, 43], [7, 22, 35], [22, 27, 38], [22, 35, 38]]"
"[15, 40]","[[15], [40], [1, 37], [2, 49], [5, 37], [6, 27], [7, 27], [25, 37], [34, 37], [34, 41], [37, 49], [2, 5, 41], [2, 13, 18], [2, 18, 27], [2, 25, 41], [3, 31, 49], [3, 32, 49], [5, 10, 27], [5, 18, 27], [5, 18, 43], [5, 27, 35], [5, 27, 38], [5, 27, 39], [5, 27, 41], [5, 27, 49], [5, 31, 41], [5, 41, 43], [5, 43, 49], [6, 21, 37], [6, 21, 43], [7, 21, 37], [7, 21, 43], [8, 31, 49], [10, 22, 27], [11, 31, 49], [13, 18, 37], [18, 21, 37], [18, 22, 27], [18, 27, 31], [18, 27, 32], [18, 27, 37], [21, 22, 37], [22, 27, 35], [22, 27, 37], [22, 27, 38], [22, 27, 39], [22, 27, 41], [22, 27, 49], [25, 31, 41], [27, 31, 49], [27, 32, 49], [31, 41, 49], [31, 43, 49], [32, 43, 49]]"
"[15, 41]","[[15], [41], [1, 37], [2, 49], [5, 37], [6, 27], [7, 27], [18, 37], [25, 37], [34, 37], [37, 49], [2, 13, 18], [3, 31, 49], [5, 18, 27], [5, 18, 43], [5, 27, 49], [5, 43, 49], [6, 21, 37], [6, 21, 43], [7, 21, 37], [7, 21, 43], [8, 31, 49], [10, 22, 27], [11, 31, 49], [18, 22, 27], [21, 22, 37], [22, 27, 35], [22, 27, 37], [22, 27, 38], [22, 27, 39], [22, 27, 49], [27, 31, 49], [27, 32, 49], [31, 43, 49]]"
"[15, 42]","[[15], [42], [6, 21], [6, 27], [7, 21], [7, 27], [0, 9, 28], [0, 16, 28], [5, 6, 22], [5, 7, 22], [5, 22, 38], [9, 23, 46], [9, 28, 46], [16, 23, 46], [16, 28, 46], [21, 22, 38], [22, 27, 38], [23, 24, 46], [23, 33, 46]]"
"[15, 43]","[[15], [43], [6, 27], [7, 27], [5, 21, 27], [5, 22, 27], [21, 27, 32], [22, 27, 35], [22, 27, 38], [22, 27, 39]]"
"[15, 44]","[[15], [44], [6, 27], [7, 27], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [22, 27, 38]]"
"[15, 45]","[[15], [45], [6, 27], [7, 27], [24, 49], [6, 21, 32], [6, 21, 43], [6, 21, 49], [7, 21, 32], [7, 21, 43], [7, 21, 49], [9, 23, 49], [9, 28, 49], [16, 23, 49], [16, 28, 49], [18, 24, 27], [22, 27, 35], [22, 27, 38], [22, 27, 39], [23, 33, 49]]"
"[15, 46]","[[15], [46], [6, 21], [6, 27], [7, 21], [7, 27], [0, 5, 28], [0, 9, 28], [0, 16, 28], [0, 21, 28], [0, 23, 28], [0, 25, 28], [0, 27, 28], [0, 28, 42], [5, 6, 22], [5, 7, 22], [5, 22, 38], [21, 22, 38], [22, 27, 38]]"
"[15, 47]","[[15], [47], [1, 45], [6, 27], [7, 27], [1, 24, 49], [2, 24, 49], [2, 45, 49], [5, 27, 45], [5, 31, 45], [5, 32, 45], [5, 43, 45], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [18, 24, 27], [18, 27, 45], [22, 27, 35], [22, 27, 38], [22, 27, 39], [22, 27, 45], [24, 27, 49], [24, 31, 49], [24, 32, 49], [24, 34, 49], [24, 37, 49], [24, 43, 49], [25, 27, 45], [25, 31, 45], [25, 32, 45], [25, 43, 45], [27, 45, 49], [31, 45, 49], [32, 45, 49], [34, 45, 49], [37, 45, 49], [43, 45, 49]]"
"[15, 48]","[[15], [48], [6, 21], [6, 27], [7, 21], [7, 27], [0, 14, 38], [4, 10, 38], [4, 14, 38], [5, 6, 22], [5, 7, 22], [5, 22, 38], [6, 10, 22], [6, 14, 22], [7, 10, 22], [7, 14, 22], [10, 22, 38], [10, 28, 38], [10, 38, 44], [14, 22, 38], [14, 28, 38], [14, 38, 44], [21, 22, 38], [22, 27, 38]]"
"[15, 49]","[[15], [49], [6, 27], [7, 27], [5, 18, 27], [5, 18, 31], [5, 18, 43], [6, 21, 43], [7, 21, 43], [13, 18, 27], [18, 22, 27], [18, 25, 31], [22, 27, 35], [22, 27, 38], [22, 27, 39], [25, 31, 44]]"
"[16, 17]","[[16], [17], [18, 24], [24, 30], [24, 45], [24, 49], [9, 28, 45], [9, 28, 49]]"
"[16, 18]","[[16], [18]]"
"[16, 19]","[[16], [19]]"
"[16, 20]","[[16], [20], [3, 43], [3, 4, 25], [3, 21, 32], [3, 25, 44], [4, 25, 49], [25, 44, 49]]"
"[16, 21]","[[16], [21], [5, 22], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 22, 25], [4, 25, 35], [4, 25, 39], [5, 10, 44], [5, 19, 28], [5, 35, 44], [10, 25, 44], [12, 25, 44], [14, 25, 44], [18, 19, 28], [19, 25, 28], [22, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[16, 22]","[[16], [22], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 10, 44], [5, 35, 44], [10, 25, 44], [12, 25, 44], [14, 25, 44], [18, 19, 28], [19, 25, 28], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[16, 23]","[[16], [23]]"
"[16, 24]","[[16], [24]]"
"[16, 25]","[[16], [25]]"
"[16, 26]","[[16], [26], [18, 24], [24, 49], [30, 34], [1, 30, 37], [1, 30, 49], [9, 18, 28], [9, 28, 49], [17, 18, 45], [17, 34, 45], [17, 45, 49], [18, 30, 45], [24, 34, 45], [30, 45, 49], [30, 47, 49]]"
"[16, 27]","[[16], [27], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 15, 21], [5, 15, 22], [5, 19, 28], [5, 21, 44], [5, 22, 35], [5, 22, 38], [5, 22, 39], [5, 22, 44], [5, 28, 44], [5, 29, 44], [5, 35, 44], [6, 21, 25], [6, 21, 32], [6, 21, 43], [7, 21, 25], [7, 21, 32], [7, 21, 43], [10, 25, 44], [12, 25, 44], [14, 25, 44], [15, 21, 25], [15, 21, 32], [15, 21, 43], [18, 19, 28], [19, 25, 28], [21, 25, 44], [22, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[16, 28]","[[16], [28]]"
"[16, 29]","[[16], [29], [0, 10, 28], [0, 12, 28], [0, 14, 28], [9, 10, 28], [9, 14, 28], [10, 28, 42], [10, 28, 46], [14, 28, 42], [14, 28, 46]]"
"[16, 30]","[[16], [30], [24, 49], [9, 28, 49], [13, 18, 24], [17, 18, 45], [17, 26, 45], [17, 34, 45], [17, 45, 49], [18, 19, 24], [18, 24, 25], [18, 24, 45], [24, 26, 45], [24, 34, 45]]"
"[16, 31]","[[16], [31], [2, 5, 13], [2, 13, 32], [5, 13, 37], [5, 13, 49], [5, 25, 49], [13, 32, 37], [13, 32, 49], [25, 32, 49], [25, 44, 49]]"
"[16, 32]","[[16], [32], [4, 5, 31], [5, 19, 31], [5, 21, 31], [5, 22, 31], [5, 31, 43], [5, 31, 44]]"
"[16, 33]","[[16], [33], [9, 24]]"
"[16, 34]","[[16], [34], [24, 49], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [9, 28, 49], [9, 45, 49], [13, 18, 24], [17, 45, 49], [18, 19, 24], [18, 24, 25], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[16, 35]","[[16], [35], [4, 5, 10], [4, 10, 22], [4, 10, 25], [4, 10, 39], [5, 10, 44], [10, 25, 44], [14, 25, 44]]"
"[16, 36]","[[16], [36], [38, 48], [0, 14, 38], [6, 39, 48], [22, 35, 48], [22, 39, 48]]"
"[16, 37]","[[16], [37], [2, 9, 49], [2, 24, 49], [2, 34, 49], [2, 45, 49], [9, 25, 49], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 25, 45], [24, 25, 49], [25, 34, 49], [25, 45, 49]]"
"[16, 38]","[[16], [38], [6, 39, 48], [22, 35, 48], [22, 39, 48]]"
"[16, 39]","[[16], [39], [14, 22, 35], [14, 25, 44], [22, 35, 38], [22, 35, 48]]"
"[16, 40]","[[16], [40], [24, 49], [34, 37], [34, 41], [34, 49], [1, 9, 49], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [9, 23, 49], [9, 28, 49], [9, 45, 49], [9, 47, 49], [13, 18, 24], [17, 45, 49], [18, 19, 24], [18, 24, 25], [18, 24, 37], [18, 24, 41], [23, 33, 49], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49], [33, 45, 49]]"
"[16, 41]","[[16], [41], [34, 37], [1, 26, 37], [1, 30, 37], [2, 24, 49], [2, 34, 49], [13, 18, 24], [13, 24, 49], [13, 34, 49], [18, 19, 24], [18, 24, 25], [18, 24, 37], [19, 24, 49], [19, 34, 49], [24, 25, 49], [24, 31, 49], [24, 37, 49], [25, 34, 49], [31, 34, 49]]"
"[16, 42]","[[16], [42], [23, 24, 46]]"
"[16, 43]","[[16], [43], [21, 32], [4, 18, 19], [5, 21, 31], [5, 22, 31], [5, 22, 32], [5, 31, 44], [5, 32, 44], [18, 19, 28], [18, 19, 44], [18, 25, 44], [25, 31, 44], [25, 32, 44], [25, 44, 49]]"
"[16, 44]","[[16], [44]]"
"[16, 45]","[[16], [45], [24, 49], [9, 28, 49], [13, 18, 24], [18, 19, 24], [18, 24, 25]]"
"[16, 46]","[[16], [46], [0, 28, 42], [10, 28, 42], [14, 28, 42], [19, 28, 42]]"
"[16, 47]","[[16], [47], [1, 45], [24, 49], [9, 28, 49], [9, 45, 49], [13, 18, 24], [17, 45, 49], [18, 19, 24], [18, 24, 25], [26, 45, 49], [30, 45, 49], [33, 45, 49], [34, 45, 49]]"
"[16, 48]","[[16], [48], [0, 10, 12], [0, 10, 14], [0, 10, 28], [0, 10, 29], [0, 14, 19], [0, 14, 35], [0, 14, 38], [0, 14, 39], [0, 14, 44], [9, 10, 28], [10, 28, 42], [10, 28, 46], [10, 29, 46]]"
"[16, 49]","[[16], [49], [13, 18, 24], [13, 18, 45], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 25, 45]]"
"[17, 18]","[[17], [18], [24, 30], [24, 49], [9, 28, 49], [16, 28, 49], [16, 44, 49], [24, 26, 45], [24, 34, 45]]"
"[17, 19]","[[17], [19], [18, 24], [24, 30], [24, 45], [24, 49], [9, 28, 45], [9, 28, 49], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49]]"
"[17, 20]","[[17], [20], [3, 24], [3, 43], [24, 30], [2, 13, 24], [2, 24, 45], [2, 24, 49], [3, 21, 32], [11, 24, 31], [13, 24, 37], [24, 26, 45], [24, 26, 49], [24, 31, 45], [24, 31, 49], [24, 34, 45], [24, 34, 49], [24, 37, 45], [24, 37, 49]]"
"[17, 21]","[[17], [21], [5, 22], [5, 24], [18, 24], [24, 25], [24, 30], [24, 45], [24, 49], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 22, 25], [4, 25, 35], [4, 25, 39], [5, 9, 28], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 16, 28], [5, 19, 28], [5, 23, 44], [5, 28, 44], [5, 29, 44], [5, 35, 44], [9, 18, 28], [9, 25, 28], [9, 28, 45], [9, 28, 49], [10, 25, 44], [12, 25, 44], [14, 25, 44], [16, 18, 28], [16, 25, 28], [16, 28, 45], [16, 28, 49], [18, 19, 28], [19, 25, 28], [22, 25, 44], [23, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[17, 22]","[[17], [22], [5, 24], [18, 24], [24, 25], [24, 30], [24, 45], [24, 49], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 19, 28], [5, 28, 44], [5, 29, 44], [5, 35, 44], [9, 18, 28], [9, 28, 45], [9, 28, 49], [10, 25, 44], [12, 25, 44], [14, 25, 44], [16, 18, 28], [16, 28, 45], [16, 28, 49], [18, 19, 28], [19, 25, 28], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[17, 23]","[[17], [23], [18, 24], [24, 30], [24, 45], [24, 49], [9, 24, 28], [16, 19, 24], [16, 24, 28], [16, 24, 44]]"
"[17, 24]","[[17], [24]]"
"[17, 25]","[[17], [25], [24, 30], [24, 45], [24, 49], [9, 28, 45], [9, 28, 49], [13, 18, 24], [16, 28, 45], [16, 28, 49]]"
"[17, 26]","[[17], [26], [24, 30], [30, 34], [1, 30, 37], [1, 30, 49], [18, 30, 45], [30, 45, 49], [30, 47, 49]]"
"[17, 27]","[[17], [27], [5, 24], [9, 21], [16, 21], [18, 24], [21, 24], [21, 33], [24, 25], [24, 30], [24, 45], [24, 49], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 9, 22], [5, 9, 28], [5, 10, 21], [5, 10, 22], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 15, 21], [5, 15, 22], [5, 16, 22], [5, 16, 28], [5, 19, 21], [5, 19, 22], [5, 19, 28], [5, 21, 35], [5, 21, 38], [5, 21, 39], [5, 21, 44], [5, 22, 33], [5, 22, 35], [5, 22, 38], [5, 22, 39], [5, 22, 44], [5, 23, 44], [5, 28, 44], [5, 29, 44], [5, 35, 44], [6, 21, 25], [6, 21, 32], [6, 21, 43], [7, 21, 25], [7, 21, 32], [7, 21, 43], [9, 18, 28], [9, 25, 28], [9, 28, 45], [9, 28, 49], [10, 21, 25], [10, 21, 32], [10, 21, 43], [10, 25, 44], [12, 25, 44], [14, 25, 44], [15, 21, 25], [15, 21, 32], [15, 21, 43], [16, 18, 28], [16, 25, 28], [16, 28, 45], [16, 28, 49], [18, 19, 21], [18, 19, 28], [19, 21, 25], [19, 21, 32], [19, 21, 43], [19, 25, 28], [21, 25, 35], [21, 25, 38], [21, 25, 39], [21, 25, 44], [21, 32, 35], [21, 32, 38], [21, 32, 39], [21, 32, 44], [21, 35, 43], [21, 38, 43], [21, 39, 43], [21, 43, 44], [22, 25, 44], [23, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[17, 28]","[[17], [28], [18, 24], [24, 30], [24, 45], [24, 49], [16, 19, 24], [16, 24, 44]]"
"[17, 29]","[[17], [24], [29], [0, 9, 28], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 16, 28], [9, 28, 42], [9, 28, 46], [10, 28, 42], [10, 28, 46], [14, 28, 42], [14, 28, 46], [16, 23, 42], [16, 23, 46], [16, 28, 42], [16, 28, 46]]"
"[17, 30]","[[17], [30]]"
"[17, 31]","[[17], [31], [24, 30], [2, 5, 13], [2, 13, 32], [2, 24, 45], [2, 24, 49], [5, 13, 37], [13, 32, 37], [24, 26, 45], [24, 34, 45], [24, 34, 49], [24, 37, 45], [24, 37, 49]]"
"[17, 32]","[[17], [32], [5, 31], [24, 30], [2, 5, 13], [2, 24, 45], [2, 24, 49], [5, 13, 37], [18, 24, 31], [24, 25, 31], [24, 26, 45], [24, 26, 49], [24, 31, 45], [24, 31, 49], [24, 34, 45], [24, 34, 49], [24, 37, 45], [24, 37, 49], [25, 31, 44]]"
"[17, 33]","[[17], [33], [9, 24], [16, 24], [18, 24], [24, 30], [24, 49], [1, 24, 45], [24, 26, 45], [24, 34, 45]]"
"[17, 34]","[[17], [34], [24, 30], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [18, 26, 45], [18, 30, 45], [24, 26, 45], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[17, 35]","[[17], [24], [35], [4, 10], [10, 44], [9, 10, 28], [10, 16, 28], [10, 19, 28], [14, 25, 44]]"
"[17, 36]","[[17], [24], [36], [38, 48], [0, 9, 28], [0, 14, 38], [0, 16, 28], [0, 19, 28], [6, 35, 48], [6, 39, 48], [9, 23, 42], [9, 23, 46], [9, 28, 42], [9, 28, 46], [9, 28, 48], [16, 23, 42], [16, 23, 46], [16, 28, 42], [16, 28, 46], [16, 28, 48], [19, 28, 42], [19, 28, 46], [19, 28, 48], [22, 35, 48], [22, 39, 48], [23, 33, 42], [23, 33, 46]]"
"[17, 37]","[[17], [37], [24, 30], [34, 49], [1, 26, 49], [1, 30, 49], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[17, 38]","[[17], [24], [38], [0, 9, 28], [0, 16, 28], [6, 39, 48], [9, 23, 42], [9, 23, 46], [9, 28, 42], [9, 28, 46], [16, 23, 42], [16, 23, 46], [16, 28, 42], [16, 28, 46], [22, 35, 48], [22, 39, 48], [23, 33, 42], [23, 33, 46]]"
"[17, 39]","[[17], [24], [39], [22, 35], [4, 5, 10], [4, 5, 35], [4, 9, 10], [4, 9, 35], [4, 10, 16], [4, 10, 19], [4, 10, 22], [4, 10, 25], [4, 10, 33], [4, 16, 35], [4, 19, 35], [4, 25, 35], [4, 33, 35], [5, 10, 44], [5, 35, 44], [9, 10, 28], [9, 10, 44], [9, 23, 35], [9, 28, 35], [9, 35, 44], [10, 16, 28], [10, 16, 44], [10, 19, 28], [10, 19, 44], [10, 22, 44], [10, 25, 44], [10, 33, 44], [14, 25, 44], [16, 23, 35], [16, 28, 35], [16, 35, 44], [19, 23, 35], [19, 28, 35], [19, 35, 44], [23, 33, 35], [25, 35, 44], [28, 33, 35], [33, 35, 44]]"
"[17, 40]","[[17], [40], [24, 30], [34, 37], [34, 41], [34, 49], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [18, 26, 45], [18, 30, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[17, 41]","[[17], [41], [24, 30], [34, 37], [34, 49], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [18, 26, 45], [18, 30, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[17, 42]","[[17], [42], [9, 24], [16, 24], [18, 24], [23, 24], [24, 30], [24, 45], [24, 49]]"
"[17, 43]","[[17], [43], [21, 32], [24, 30], [24, 45], [24, 49], [5, 21, 31], [5, 22, 31], [5, 22, 32], [5, 24, 31], [5, 24, 32], [5, 31, 44], [5, 32, 44], [9, 23, 45], [9, 23, 49], [9, 28, 45], [9, 28, 49], [16, 23, 45], [16, 23, 49], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49], [18, 24, 31], [18, 24, 32], [23, 33, 45], [23, 33, 49], [24, 25, 31], [24, 25, 32], [25, 31, 44], [25, 32, 44], [25, 44, 49]]"
"[17, 44]","[[17], [44], [18, 24], [19, 24], [24, 30], [24, 45], [24, 49], [10, 19, 28]]"
"[17, 45]","[[17], [45], [24, 30]]"
"[17, 46]","[[17], [46], [16, 24], [18, 24], [24, 28], [24, 30], [24, 45], [24, 49], [0, 28, 42], [9, 28, 42], [10, 28, 42], [14, 28, 42], [16, 28, 42], [19, 28, 42], [28, 33, 42], [28, 42, 44]]"
"[17, 47]","[[17], [47], [1, 45], [24, 30], [18, 26, 45], [18, 30, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [30, 45, 49], [34, 45, 49]]"
"[17, 48]","[[17], [24], [48], [0, 14], [0, 9, 28], [0, 10, 12], [0, 10, 28], [0, 10, 29], [0, 16, 28], [9, 23, 42], [9, 23, 46], [9, 28, 42], [9, 28, 46], [10, 28, 42], [10, 28, 46], [10, 29, 46], [14, 28, 42], [14, 28, 46], [14, 29, 46], [16, 23, 42], [16, 23, 46], [16, 28, 42], [16, 28, 46], [23, 33, 42], [23, 33, 46]]"
"[17, 49]","[[17], [49], [24, 30], [24, 26, 45], [24, 34, 45]]"
"[18, 19]","[[18], [19]]"
"[18, 20]","[[18], [20], [3, 43], [3, 21, 32], [4, 25, 49], [19, 25, 49], [25, 44, 49]]"
"[18, 21]","[[18], [21], [5, 13, 22], [5, 22, 25], [5, 22, 31], [5, 22, 32], [5, 22, 43], [5, 25, 44], [13, 25, 44], [25, 31, 44], [25, 32, 44], [25, 44, 49]]"
"[18, 22]","[[18], [22], [4, 5, 10], [4, 5, 35], [4, 5, 39], [5, 10, 44], [5, 35, 44]]"
"[18, 23]","[[18], [23], [9, 24, 28], [9, 28, 45], [9, 28, 49], [16, 24, 28], [16, 28, 45], [16, 28, 49]]"
"[18, 24]","[[18], [24], [9, 28, 45], [9, 28, 49], [16, 28, 45], [16, 28, 49]]"
"[18, 25]","[[18], [25]]"
"[18, 26]","[[18], [26], [24, 49], [30, 34], [1, 30, 37], [1, 30, 49], [9, 28, 49], [9, 30, 49], [16, 19, 49], [16, 23, 49], [16, 28, 49], [16, 30, 49], [16, 44, 49], [17, 34, 45], [17, 45, 49], [24, 34, 45], [30, 45, 49], [30, 47, 49]]"
"[18, 27]","[[18], [27], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [15, 21, 32], [15, 21, 43], [25, 31, 44], [25, 32, 44], [25, 44, 49]]"
"[18, 28]","[[18], [28]]"
"[18, 29]","[[18], [29], [0, 10, 28], [0, 12, 28], [0, 14, 28], [9, 10, 28], [9, 14, 28], [10, 16, 28], [10, 28, 42], [10, 28, 46], [14, 16, 28], [14, 28, 42], [14, 28, 46]]"
"[18, 30]","[[18], [30], [24, 49], [9, 28, 49], [16, 19, 49], [16, 28, 49], [16, 44, 49], [17, 26, 45], [17, 34, 45], [17, 45, 49], [24, 26, 45], [24, 34, 45]]"
"[18, 31]","[[18], [31], [2, 5, 13], [2, 13, 32], [4, 25, 49], [5, 13, 37], [5, 13, 49], [5, 25, 49], [13, 32, 37], [13, 32, 49], [19, 25, 49], [25, 32, 49], [25, 44, 49]]"
"[18, 32]","[[18], [32], [5, 31], [2, 5, 13], [5, 13, 37], [5, 13, 49], [5, 25, 49], [25, 31, 44], [25, 44, 49]]"
"[18, 33]","[[18], [33], [9, 24], [9, 28, 45], [9, 28, 49], [16, 19, 24], [16, 23, 24], [16, 24, 28], [16, 24, 44], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49]]"
"[18, 34]","[[18], [34], [1, 26, 37], [1, 30, 37], [2, 24, 49], [24, 25, 49], [24, 37, 49]]"
"[18, 35]","[[18], [35], [4, 5, 10], [4, 10, 22], [4, 10, 25], [4, 10, 39], [5, 10, 44], [10, 25, 44], [14, 25, 44], [16, 25, 44], [19, 25, 28], [25, 28, 44], [25, 29, 44]]"
"[18, 36]","[[18], [36], [38, 48], [0, 14, 38], [6, 39, 48], [10, 28, 38], [14, 28, 38], [16, 19, 25], [16, 25, 44], [19, 25, 28], [22, 35, 48], [22, 39, 48], [25, 28, 44]]"
"[18, 37]","[[18], [37], [2, 9, 49], [2, 16, 49], [2, 24, 49], [2, 34, 49], [2, 45, 49], [9, 25, 49], [16, 25, 49], [24, 25, 49], [25, 34, 49], [25, 45, 49]]"
"[18, 38]","[[18], [38], [6, 39, 48], [16, 19, 25], [16, 25, 44], [19, 25, 28], [22, 35, 48], [22, 39, 48], [25, 28, 44], [25, 29, 44]]"
"[18, 39]","[[18], [39], [4, 5, 10], [4, 10, 22], [4, 10, 25], [5, 10, 44], [5, 19, 35], [5, 35, 44], [10, 22, 35], [10, 25, 44], [14, 22, 35], [14, 25, 44], [16, 19, 25], [16, 25, 44], [19, 22, 35], [19, 25, 28], [19, 25, 35], [22, 35, 38], [22, 35, 44], [22, 35, 48], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[18, 40]","[[18], [40], [34, 37], [34, 41], [1, 26, 37], [1, 30, 37], [2, 16, 49], [2, 24, 49], [2, 34, 49], [16, 25, 49], [16, 37, 49], [16, 41, 49], [24, 25, 49], [24, 37, 49], [24, 41, 49], [25, 34, 49]]"
"[18, 41]","[[18], [41], [34, 37], [1, 26, 37], [1, 30, 37], [2, 24, 49], [2, 34, 49], [24, 25, 49], [24, 37, 49], [25, 34, 49]]"
"[18, 42]","[[18], [42], [23, 24, 46]]"
"[18, 43]","[[18], [43], [3, 21, 32], [5, 21, 31], [5, 22, 31], [21, 31, 32], [25, 31, 44], [25, 44, 49]]"
"[18, 44]","[[18], [44], [19, 25, 28]]"
"[18, 45]","[[18], [45], [24, 49], [9, 28, 49], [16, 28, 49], [16, 44, 49]]"
"[18, 46]","[[18], [46], [0, 28, 42], [10, 28, 42], [14, 28, 42]]"
"[18, 47]","[[18], [47], [1, 45], [24, 49], [45, 49], [9, 28, 49], [16, 28, 49], [16, 44, 49]]"
"[18, 48]","[[18], [48], [0, 14], [0, 10, 12], [0, 10, 28], [0, 10, 29], [9, 10, 28], [9, 14, 28], [10, 16, 19], [10, 16, 28], [10, 16, 44], [10, 28, 42], [10, 28, 46], [10, 29, 46], [14, 16, 19], [14, 16, 28], [14, 16, 44], [14, 28, 42], [14, 28, 46], [14, 29, 46], [16, 19, 25], [16, 25, 44]]"
"[18, 49]","[[18], [49]]"
"[19, 20]","[[19], [20], [3, 43], [3, 21, 32], [3, 25, 44], [18, 25, 44], [25, 44, 49]]"
"[19, 21]","[[19], [21], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 6, 22], [5, 7, 22], [5, 10, 22], [5, 10, 44], [5, 15, 22], [5, 22, 27], [5, 22, 35], [5, 22, 38], [5, 22, 39], [5, 22, 44], [5, 35, 44], [10, 25, 44], [12, 25, 44], [14, 25, 44], [16, 25, 44], [22, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
